movie_id,title,release_date,rating,popularity,release_year,genres,category,decade
9745,Jack Frost,1998-11-15,6.0,3.2464,1998.0,"Comedy, Family, Drama, Fantasy",Fantasy Epic,1990
76285,Percy Jackson: Sea of Monsters,2013-08-07,6.0,5.79,2013.0,"Adventure, Family, Fantasy",Fantasy Epic,2010
311324,The Great Wall,2016-12-16,6.0,9.3281,2016.0,"Action, Adventure, Fantasy",Sword and Sorcery,2010
735697,Incredible But True,2022-06-15,6.0,1.1484,2022.0,"Comedy, Fantasy",Fantasy Epic,2020
542224,Gretel & Hansel,2020-01-30,6.0,5.7921,2020.0,"Horror, Fantasy",Dark Fantasy,2020
10353,The Visitors II: The Corridors of Time,1998-02-11,6.0,2.1643,1998.0,"Comedy, Fantasy",Fantasy Epic,1990
527261,The Silence,2019-05-16,6.0,6.3541,2019.0,"Horror, Drama, Thriller, Fantasy",Dark Fantasy,2010
9564,Asterix and Obelix vs. Caesar,1999-02-03,6.0,3.5718,1999.0,"Family, Adventure, Comedy, Fantasy",Fantasy Epic,1990
198287,After the Dark,2013-07-06,6.0,4.7997,2013.0,"Drama, Fantasy, Sci-Fi, Thriller",Dark Fantasy,2010
274854,The Last Witch Hunter,2015-10-21,6.0,11.1446,2015.0,"Action, Adventure, Fantasy",Sword and Sorcery,2010
24795,Angels in the Outfield,1994-07-15,6.0,6.1386,1994.0,"Comedy, Family, Fantasy",Fantasy Epic,1990
9021,The Santa Clause 2,2002-09-29,6.0,5.5924,2002.0,"Fantasy, Comedy, Family",Fantasy Epic,2000
9997,Gabriel,2007-11-15,6.0,4.8778,2007.0,"Fantasy, Horror, Action, Sci-Fi",Dark Fantasy,2000
209112,Batman v Superman: Dawn of Justice,2016-03-23,6.0,16.3321,2016.0,"Action, Adventure, Fantasy",Sword and Sorcery,2010
18239,The Twilight Saga: New Moon,2009-11-18,6.0,13.5466,2009.0,"Adventure, Fantasy, Drama, Romance",Fantasy Epic,2000
58595,Snow White and the Huntsman,2012-05-30,6.0,8.4816,2012.0,"Adventure, Fantasy, Drama",Fantasy Epic,2010
12994,The Nines,2007-01-21,6.0,4.9682,2007.0,"Drama, Fantasy, Thriller",Dark Fantasy,2000
49730,Red Riding Hood,2011-03-10,6.0,8.0101,2011.0,"Thriller, Drama, Fantasy, Horror, Romance",Dark Fantasy,2010
19724,Imagine That,2009-06-19,6.0,4.7638,2009.0,"Family, Comedy, Fantasy",Fantasy Epic,2000
8698,The League of Extraordinary Gentlemen,2003-07-11,6.0,6.5924,2003.0,"Fantasy, Action, Thriller, Sci-Fi",Dark Fantasy,2000
266647,Pan,2015-09-24,6.0,6.6265,2015.0,"Fantasy, Adventure, Family, Action",Fantasy Epic,2010
12556,Ghosts of Girlfriends Past,2009-05-01,6.0,4.6087,2009.0,"Romance, Comedy, Fantasy",Fantasy Epic,2000
615677,We Can Be Heroes,2020-12-25,6.0,9.9772,2020.0,"Family, Action, Fantasy, Comedy",Fantasy Epic,2020
1022964,Candy Cane Lane,2023-11-29,5.9,5.8073,2023.0,"Comedy, Fantasy, Family",Fantasy Epic,2020
9597,Vidocq,2001-09-18,5.9,1.8968,2001.0,"Fantasy, Action, Thriller, Crime, Sci-Fi",Dark Fantasy,2000
14248,Igor,2008-09-19,5.9,4.8318,2008.0,"Animation, Comedy, Family, Fantasy, Horror",Dark Fantasy,2000
10488,Nim's Island,2008-04-03,5.9,5.4508,2008.0,"Adventure, Comedy, Family, Fantasy",Fantasy Epic,2000
7091,Vampire's Kiss,1989-06-02,5.9,4.7192,1989.0,"Comedy, Horror, Crime, Fantasy",Dark Fantasy,1980
4923,Zardoz,1974-02-06,5.9,5.0764,1974.0,"Fantasy, Action, Thriller, Sci-Fi",Dark Fantasy,1970
354251,Southbound,2015-09-17,5.9,5.6849,2015.0,"Fantasy, Thriller, Horror, Sci-Fi",Dark Fantasy,2010
68728,Oz the Great and Powerful,2013-03-07,5.9,7.9479,2013.0,"Fantasy, Adventure, Family",Fantasy Epic,2010
39345,Casper Meets Wendy,1998-09-10,5.9,4.8906,1998.0,"Family, Fantasy, Comedy",Fantasy Epic,1990
13477,When in Rome,2010-01-29,5.9,4.9355,2010.0,"Comedy, Fantasy, Romance",Fantasy Epic,2010
487083,Paradise Hills,2019-08-29,5.9,3.4466,2019.0,"Fantasy, Sci-Fi, Thriller",Dark Fantasy,2010
526896,Morbius,2022-03-30,5.9,8.9895,2022.0,"Action, Sci-Fi, Fantasy",Sword and Sorcery,2020
297761,Suicide Squad,2016-08-03,5.9,10.8639,2016.0,"Action, Adventure, Fantasy",Sword and Sorcery,2010
45649,Rubber,2010-11-09,5.9,2.6804,2010.0,"Comedy, Drama, Fantasy, Horror",Dark Fantasy,2010
18823,Clash of the Titans,2010-03-26,5.9,8.8893,2010.0,"Adventure, Fantasy, Action",Sword and Sorcery,2010
258489,The Legend of Tarzan,2016-06-29,5.9,10.3222,2016.0,"Fantasy, Action, Adventure",Sword and Sorcery,2010
9406,An American Werewolf in Paris,1997-05-29,5.9,5.6001,1997.0,"Horror, Comedy, Fantasy",Dark Fantasy,1990
346672,Underworld: Blood Wars,2016-11-24,5.9,9.0369,2016.0,"Fantasy, Action, Thriller, Sci-Fi, Horror",Dark Fantasy,2010
62764,Mirror Mirror,2012-03-15,5.9,6.0686,2012.0,"Adventure, Comedy, Family, Fantasy",Fantasy Epic,2010
846422,The Old Guard 2,2025-07-01,5.9,7.2026,2025.0,"Action, Fantasy",Sword and Sorcery,2020
375588,Robin Hood,2018-11-03,5.9,6.5696,2018.0,"Adventure, Action, Thriller, Fantasy",Dark Fantasy,2010
1995,Lara Croft: Tomb Raider,2001-06-15,5.9,8.4925,2001.0,"Adventure, Action, Fantasy",Sword and Sorcery,2000
423949,Unicorn Store,2017-09-11,5.9,5.3645,2017.0,"Fantasy, Drama, Comedy",Fantasy Epic,2010
22894,Legion,2010-01-21,5.9,10.2837,2010.0,"Action, Fantasy, Horror",Dark Fantasy,2010
10280,Thinner,1996-10-25,5.9,6.3733,1996.0,"Fantasy, Horror",Dark Fantasy,1990
1884,The Ewok Adventure,1984-12-21,5.9,4.7969,1984.0,"Adventure, Family, Fantasy, Sci-Fi",Fantasy Epic,1980
9312,Mortal Kombat,1995-08-18,5.9,8.3661,1995.0,"Action, Fantasy",Sword and Sorcery,1990
9070,Mighty Morphin Power Rangers: The Movie,1995-06-30,5.9,5.5081,1995.0,"Action, Adventure, Sci-Fi, Fantasy",Sword and Sorcery,1990
81005,Jack the Giant Slayer,2013-02-27,5.9,10.6479,2013.0,"Fantasy, Action, Adventure, Drama",Sword and Sorcery,2010
238215,The Cobbler,2014-09-11,5.9,3.1826,2014.0,"Fantasy, Comedy, Drama",Fantasy Epic,2010
49524,R.I.P.D.,2013-07-18,5.9,7.432,2013.0,"Fantasy, Action, Comedy",Sword and Sorcery,2010
38321,Priest,2011-05-05,5.9,9.863,2011.0,"Action, Fantasy, Horror",Dark Fantasy,2010
4442,The Brothers Grimm,2005-08-26,5.8,6.9425,2005.0,"Adventure, Fantasy, Action, Comedy, Thriller",Dark Fantasy,2000
24418,Cirque du Freak: The Vampire's Assistant,2009-10-23,5.8,6.949,2009.0,"Adventure, Fantasy, Action, Thriller",Dark Fantasy,2000
9678,Little Nicky,2000-11-10,5.8,7.1478,2000.0,"Comedy, Fantasy",Fantasy Epic,2000
9824,Mystery Men,1999-08-06,5.8,5.671,1999.0,"Adventure, Fantasy, Action, Comedy, Sci-Fi",Sword and Sorcery,1990
6477,Alvin and the Chipmunks,2007-12-13,5.8,9.7152,2007.0,"Comedy, Family, Fantasy, Animation",Fairy Tale,2000
11451,Herbie Fully Loaded,2005-06-19,5.8,6.9386,2005.0,"Comedy, Family, Adventure, Fantasy, Romance",Fantasy Epic,2000
957452,The Crow,2024-08-21,5.8,8.0635,2024.0,"Action, Fantasy, Horror",Dark Fantasy,2020
9304,Multiplicity,1996-07-19,5.8,3.9653,1996.0,"Comedy, Fantasy, Sci-Fi, Romance",Fantasy Epic,1990
322240,Nine Lives,2016-08-03,5.8,5.1481,2016.0,"Fantasy, Comedy, Family",Fantasy Epic,2010
46261,Don't Be Afraid of the Dark,2010-11-06,5.8,5.8018,2010.0,"Fantasy, Horror, Thriller",Dark Fantasy,2010
9738,Fantastic Four,2005-06-29,5.8,10.1561,2005.0,"Action, Fantasy, Sci-Fi",Sword and Sorcery,2000
13836,Race to Witch Mountain,2009-03-13,5.8,3.4951,2009.0,"Adventure, Family, Fantasy, Sci-Fi, Thriller, Action",Dark Fantasy,2000
353491,The Dark Tower,2017-08-03,5.8,4.6184,2017.0,"Fantasy, Action, Sci-Fi",Sword and Sorcery,2010
34636,The NeverEnding Story II: The Next Chapter,1990-10-25,5.8,2.7272,1990.0,"Family, Fantasy, Adventure, Drama",Fantasy Epic,1990
42949,Arthur 3: The War of the Two Worlds,2010-08-22,5.8,2.3816,2010.0,"Animation, Adventure, Fantasy, Family",Fairy Tale,2010
9906,The Ant Bully,2006-07-28,5.8,4.0783,2006.0,"Fantasy, Adventure, Animation, Comedy, Family",Fairy Tale,2000
45650,The Hole,2009-09-12,5.8,1.9735,2009.0,"Thriller, Adventure, Fantasy",Dark Fantasy,2000
72331,Abraham Lincoln: Vampire Hunter,2012-06-20,5.8,4.8039,2012.0,"Action, Fantasy, Horror",Dark Fantasy,2010
539537,Fantasy Island,2020-02-12,5.8,2.7974,2020.0,"Adventure, Fantasy, Horror",Dark Fantasy,2020
224141,Into the Woods,2014-12-24,5.8,3.9256,2014.0,"Fantasy, Comedy",Fantasy Epic,2010
41513,The Smurfs,2011-07-29,5.8,5.7616,2011.0,"Animation, Family, Adventure, Comedy, Fantasy",Fairy Tale,2010
57165,Wrath of the Titans,2012-03-28,5.8,5.0769,2012.0,"Fantasy, Adventure, Action",Sword and Sorcery,2010
370567,Sherlock Gnomes,2018-03-15,5.8,3.3865,2018.0,"Animation, Family, Fantasy, Comedy, Adventure",Fairy Tale,2010
1996,Lara Croft: Tomb Raider - The Cradle of Life,2003-07-21,5.8,5.1213,2003.0,"Adventure, Action, Fantasy",Sword and Sorcery,2000
223702,Sausage Party,2016-07-11,5.8,6.5025,2016.0,"Adventure, Animation, Comedy, Fantasy",Fantasy Epic,2010
77931,The Smurfs 2,2013-07-30,5.8,4.4936,2013.0,"Fantasy, Family, Comedy, Animation",Fairy Tale,2010
10599,Pinocchio,2002-10-11,5.8,2.4008,2002.0,"Comedy, Family, Fantasy",Fantasy Epic,2000
26505,Arthur and the Revenge of Maltazard,2009-11-26,5.7,2.9873,2009.0,"Adventure, Fantasy, Animation, Family",Fairy Tale,2000
440597,Wish Upon,2017-07-07,5.7,3.1091,2017.0,"Horror, Thriller, Fantasy",Dark Fantasy,2010
11649,Masters of the Universe,1987-08-07,5.7,4.0734,1987.0,"Action, Fantasy, Sci-Fi, Adventure, Thriller",Dark Fantasy,1980
312831,The Hallow,2015-11-06,5.7,1.9286,2015.0,"Horror, Fantasy",Dark Fantasy,2010
3050,Doctor Dolittle,1998-06-26,5.7,4.6142,1998.0,"Comedy, Family, Fantasy",Fantasy Epic,1990
2928,Michael,1996-12-25,5.7,3.103,1996.0,"Comedy, Drama, Fantasy",Fantasy Epic,1990
55301,Alvin and the Chipmunks: Chipwrecked,2011-12-14,5.7,6.395,2011.0,"Comedy, Fantasy, Family, Animation",Fairy Tale,2010
167810,Lost River,2015-04-08,5.7,2.4654,2015.0,"Drama, Fantasy, Thriller",Dark Fantasy,2010
20856,Aliens in the Attic,2009-07-30,5.7,3.0917,2009.0,"Adventure, Comedy, Family, Fantasy, Sci-Fi",Fantasy Epic,2000
205584,Gods of Egypt,2016-02-25,5.7,7.7566,2016.0,"Action, Adventure, Fantasy",Sword and Sorcery,2010
10756,The Haunted Mansion,2003-11-26,5.7,3.6194,2003.0,"Thriller, Fantasy, Comedy, Family",Dark Fantasy,2000
23398,Alvin and the Chipmunks: The Squeakquel,2009-12-21,5.7,6.5348,2009.0,"Comedy, Family, Animation, Fantasy",Fairy Tale,2000
9327,The Nutty Professor,1996-06-28,5.6,4.2746,1996.0,"Fantasy, Comedy, Romance, Sci-Fi",Fantasy Epic,1990
14239,Cool World,1992-07-10,5.6,3.1826,1992.0,"Animation, Comedy, Fantasy",Fantasy Epic,1990
420950,Alone,2017-02-08,5.6,2.128,2017.0,"Fantasy, Sci-Fi, Horror, Family",Dark Fantasy,2010
9703,The Last Legion,2007-04-19,5.6,3.1184,2007.0,"Action, Adventure, Fantasy",Sword and Sorcery,2000
10610,The Medallion,2003-08-15,5.6,4.0939,2003.0,"Thriller, Fantasy, Action, Comedy",Dark Fantasy,2000
1091181,Family Pack,2024-10-22,5.6,2.787,2024.0,"Adventure, Comedy, Fantasy, Action, Family",Fantasy Epic,2020
457943,Slaughterhouse Rulez,2018-10-31,5.6,2.4977,2018.0,"Comedy, Horror, Action, Fantasy",Dark Fantasy,2010
9334,The Scorpion King,2002-04-18,5.6,5.2579,2002.0,"Action, Adventure, Fantasy",Sword and Sorcery,2000
1250,Ghost Rider,2007-01-15,5.6,10.8379,2007.0,"Thriller, Action, Fantasy",Dark Fantasy,2000
602211,Fatman,2020-10-19,5.6,3.2738,2020.0,"Action, Fantasy, Comedy",Sword and Sorcery,2020
2698,Evan Almighty,2007-06-09,5.6,4.8431,2007.0,"Fantasy, Comedy, Family",Fantasy Epic,2000
9954,The Covenant,2006-09-07,5.6,5.322,2006.0,"Fantasy, Horror, Adventure, Action",Dark Fantasy,2000
456740,Hellboy,2019-04-10,5.6,4.9357,2019.0,"Fantasy, Horror, Action, Adventure",Dark Fantasy,2010
16300,Down to Earth,2001-02-16,5.6,2.7027,2001.0,"Fantasy, Comedy, Romance",Fantasy Epic,2000
74461,Knights of Badassdom,2014-01-21,5.6,2.0467,2014.0,"Adventure, Fantasy, Horror, Comedy",Dark Fantasy,2010
13025,Diary of the Dead,2007-05-26,5.6,2.2585,2007.0,"Horror, Fantasy, Sci-Fi, Thriller",Dark Fantasy,2000
9697,Lady in the Water,2006-07-19,5.6,2.4442,2006.0,"Drama, Fantasy",Fantasy Epic,2000
421792,Down a Dark Hall,2018-08-01,5.5,2.3443,2018.0,"Horror, Thriller, Fantasy, Drama",Dark Fantasy,2010
6589,Underdog,2007-08-03,5.5,3.6073,2007.0,"Family, Action, Adventure, Comedy, Fantasy, Sci-Fi",Fantasy Epic,2000
47327,Drive Angry,2011-02-24,5.5,6.1183,2011.0,"Fantasy, Thriller, Action, Crime",Dark Fantasy,2010
475430,Artemis Fowl,2020-05-29,5.5,4.7388,2020.0,"Adventure, Fantasy, Sci-Fi, Family",Fantasy Epic,2020
23047,Season of the Witch,2011-01-07,5.5,4.9232,2011.0,"Adventure, Fantasy, Action",Sword and Sorcery,2010
282035,The Mummy,2017-06-06,5.5,11.5731,2017.0,"Fantasy, Thriller, Action, Adventure, Horror",Dark Fantasy,2010
68737,Seventh Son,2014-12-12,5.5,5.0562,2014.0,"Adventure, Fantasy",Fantasy Epic,2010
1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,5.5,13.5055,2008.0,"Adventure, Action, Fantasy",Sword and Sorcery,2000
46441,Mirrors 2,2010-10-18,5.5,1.6884,2010.0,"Horror, Fantasy",Dark Fantasy,2010
11817,Bulletproof Monk,2003-03-28,5.5,3.4119,2003.0,"Action, Comedy, Fantasy",Sword and Sorcery,2000
10546,The Crow: City of Angels,1996-08-29,5.5,1.9236,1996.0,"Action, Fantasy, Thriller",Dark Fantasy,1990
1499,Teenage Mutant Ninja Turtles III,1993-03-17,5.5,3.2855,1993.0,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Fantasy Epic,1990
7840,"10,000 BC",2008-03-04,5.5,5.008,2008.0,"Adventure, Action, Drama, Fantasy",Sword and Sorcery,2000
9067,Tank Girl,1995-03-31,5.5,2.8274,1995.0,"Action, Comedy, Sci-Fi, Fantasy",Sword and Sorcery,1990
19585,G-Force,2009-07-24,5.5,4.5401,2009.0,"Family, Fantasy, Action, Adventure, Comedy",Fantasy Epic,2000
11618,The Haunting,1999-07-23,5.5,3.6814,1999.0,"Horror, Thriller, Fantasy",Dark Fantasy,1990
63207,Intruders,2011-09-12,5.5,1.4439,2011.0,"Thriller, Horror, Fantasy",Dark Fantasy,2010
23023,Tooth Fairy,2010-01-14,5.5,4.8835,2010.0,"Comedy, Family, Fantasy",Fantasy Epic,2010
76757,Jupiter Ascending,2015-02-04,5.5,9.8046,2015.0,"Sci-Fi, Fantasy, Action",Sword and Sorcery,2010
414,Batman Forever,1995-06-16,5.5,6.0306,1995.0,"Action, Crime, Fantasy",Sword and Sorcery,1990
2274,The Seeker: The Dark Is Rising,2007-10-05,5.4,2.339,2007.0,"Adventure, Drama, Fantasy, Family, Thriller",Dark Fantasy,2000
530081,The Man Who Killed Hitler and Then the Bigfoot,2019-02-08,5.4,2.1093,2019.0,"Drama, Adventure, Fantasy, Sci-Fi",Fantasy Epic,2010
10336,Spawn,1997-07-31,5.4,4.6449,1997.0,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",Dark Fantasy,1990
420808,Peter Pan & Wendy,2023-04-20,5.4,5.2634,2023.0,"Family, Fantasy, Action, Adventure",Fantasy Epic,2020
10658,Howard the Duck,1986-08-01,5.4,2.9639,1986.0,"Fantasy, Comedy, Action, Adventure, Romance, Sci-Fi",Sword and Sorcery,1980
426285,Fullmetal Alchemist,2017-12-01,5.4,2.8882,2017.0,"Fantasy, Action, Sci-Fi, Adventure",Sword and Sorcery,2010
10992,Cats & Dogs,2001-06-23,5.4,3.3533,2001.0,"Family, Comedy, Action, Adventure, Fantasy",Fantasy Epic,2000
888,The Flintstones,1994-05-27,5.4,7.9418,1994.0,"Fantasy, Comedy, Family",Fantasy Epic,1990
9626,Red Sonja,1985-04-09,5.4,3.6066,1985.0,"Adventure, Fantasy, Action",Sword and Sorcery,1980
11469,Black Knight,2001-11-21,5.4,3.3154,2001.0,"Comedy, Fantasy, Adventure",Fantasy Epic,2000
43074,Ghostbusters,2016-07-14,5.3,6.4161,2016.0,"Action, Fantasy, Comedy",Sword and Sorcery,2010
38319,Your Highness,2011-04-08,5.3,3.2177,2011.0,"Comedy, Fantasy, Adventure, Action, Romance",Sword and Sorcery,2010
10808,Dr. Dolittle 2,2001-06-22,5.3,3.7316,2001.0,"Comedy, Family, Romance, Fantasy",Fantasy Epic,2000
37430,Conan the Barbarian,2011-08-17,5.3,5.0015,2011.0,"Adventure, Fantasy, Action",Sword and Sorcery,2010
634492,Madame Web,2024-02-14,5.3,7.8943,2024.0,"Action, Fantasy",Sword and Sorcery,2020
10588,The Cat in the Hat,2003-11-21,5.3,4.2758,2003.0,"Family, Comedy, Adventure, Fantasy",Fantasy Epic,2000
9480,Daredevil,2003-02-14,5.3,7.1836,2003.0,"Fantasy, Action",Sword and Sorcery,2000
11597,Toys,1992-12-18,5.3,2.2813,1992.0,"Fantasy, Comedy, Sci-Fi",Fantasy Epic,1990
9651,Supergirl,1984-07-01,5.3,2.7025,1984.0,"Adventure, Fantasy, Action, Sci-Fi",Sword and Sorcery,1980
2395,Asterix at the Olympic Games,2008-01-25,5.2,4.0692,2008.0,"Fantasy, Adventure, Comedy, Family",Fantasy Epic,2000
38745,Gulliver's Travels,2010-12-23,5.2,3.7884,2010.0,"Family, Comedy, Adventure, Fantasy",Fantasy Epic,2010
39691,Cats & Dogs: The Revenge of Kitty Galore,2010-07-29,5.2,2.3213,2010.0,"Family, Adventure, Comedy, Fantasy, Action",Fantasy Epic,2010
592831,Megalopolis,2024-09-25,5.2,3.9559,2024.0,"Sci-Fi, Drama, Fantasy",Fantasy Epic,2020
302349,Iron Sky: The Coming Race,2019-01-25,5.2,2.4823,2019.0,"Action, Comedy, Fantasy, Sci-Fi",Sword and Sorcery,2010
1087822,Hellboy: The Crooked Man,2024-08-29,5.2,4.0912,2024.0,"Fantasy, Horror, Action",Dark Fantasy,2020
2486,Eragon,2006-12-14,5.1,5.7693,2006.0,"Fantasy, Action, Adventure, Family",Fantasy Epic,2000
18843,Dr. Dolittle 3,2006-04-25,5.1,2.2259,2006.0,"Comedy, Family, Fantasy",Fantasy Epic,2000
9722,Bewitched,2005-06-21,5.1,3.4867,2005.0,"Comedy, Fantasy, Romance",Fantasy Epic,2000
12158,Vampire in Brooklyn,1995-10-26,5.1,1.3671,1995.0,"Comedy, Horror, Romance, Fantasy",Dark Fantasy,1990
5393,Happily N'Ever After,2007-01-05,5.1,2.779,2007.0,"Adventure, Animation, Comedy, Family, Fantasy",Fairy Tale,2000
